epiweek,AC,RS,BA,SC,TO,RN,CE,RJ,PR,RR,RO,SP,AM,AL,AP,SE,MG,MA,MS,PA,MT,GO,ES,PI,DF,PB,PE
202313,1,13,552,33,206,78,78,34,250,1,5,143,13,48,0,36,5036,109,361,9,21,73,0,154,29,73,119
202314,4,12,508,18,202,105,80,30,210,0,9,173,18,58,1,36,4533,105,391,12,24,61,0,186,23,109,109
202315,4,7,550,24,190,196,108,35,254,1,11,187,5,44,0,48,5221,105,294,12,30,117,0,222,27,80,128
202316,3,15,490,12,142,126,79,34,231,1,1,183,12,46,2,42,4318,120,298,13,17,149,0,257,33,44,114
202317,1,11,558,15,125,93,61,33,185,3,3,208,5,24,1,46,3429,132,262,5,7,93,0,299,32,39,80
202318,2,11,605,14,147,77,67,64,194,2,0,210,6,15,1,60,3696,141,272,13,15,122,0,222,32,50,111
202319,1,12,633,22,72,73,68,50,161,2,1,219,7,29,2,53,3554,114,280,15,15,130,1,185,40,43,91
202320,2,17,678,20,59,56,76,42,120,1,1,170,6,18,1,56,3163,97,250,7,15,116,0,197,29,47,108
202321,2,8,522,9,89,35,83,47,108,0,2,132,4,21,2,37,2282,71,242,4,13,97,1,167,23,37,70
202322,1,18,557,5,70,75,66,57,83,0,1,128,8,34,0,45,1976,82,149,7,16,96,0,177,29,41,68
202323,1,2,396,4,57,43,92,50,61,2,2,73,12,15,1,52,1508,70,116,21,6,63,0,146,20,33,70
202324,0,2,449,9,54,37,110,46,34,3,1,66,9,20,0,56,1485,77,86,19,5,74,1,92,16,39,68
202325,0,6,380,4,25,62,71,38,33,2,2,43,10,19,0,70,1063,77,93,7,9,61,0,109,24,33,48
202326,2,4,386,4,25,41,71,36,37,1,1,58,7,17,1,82,781,74,74,28,10,56,1,86,9,23,66
202327,0,5,348,8,20,38,67,39,18,1,1,41,11,27,0,57,571,95,61,9,5,52,1,76,14,48,75
202328,3,4,338,2,22,35,72,33,14,0,1,41,15,37,0,87,493,106,59,12,4,38,1,70,7,35,95
202329,0,5,225,0,17,33,63,26,14,0,2,50,9,23,1,70,367,74,41,23,5,34,0,58,15,29,73
202330,2,2,205,2,10,28,58,22,13,3,0,48,11,14,3,75,262,67,36,17,7,39,0,36,16,26,74
202331,1,6,195,2,20,38,78,30,30,6,2,34,5,15,1,79,251,84,44,40,2,31,0,49,5,25,83
202332,4,3,183,3,18,51,48,25,15,3,1,41,14,13,1,56,254,55,73,29,4,29,0,17,6,29,52
202333,0,1,154,1,16,24,23,23,5,0,1,25,7,16,1,37,186,43,41,8,5,15,0,22,8,21,62
202334,0,1,127,1,3,20,21,23,8,1,0,9,7,13,1,27,131,27,8,9,5,24,0,16,9,20,31
202335,0,1,105,1,7,15,19,27,4,0,0,18,5,12,0,35,121,26,14,6,4,15,1,11,4,23,36
202336,0,2,100,1,2,25,11,30,5,0,0,12,7,6,1,19,133,17,12,8,6,17,0,12,5,21,25
202337,0,1,96,1,6,15,16,31,10,0,1,11,3,10,2,12,158,19,5,11,7,13,0,10,2,20,41
202338,0,2,86,0,7,25,21,35,4,0,0,23,2,7,2,16,192,11,10,6,2,18,1,8,7,24,31
202339,0,1,86,2,3,28,8,25,6,0,0,16,3,11,1,25,150,6,8,1,8,17,5,3,4,17,27
202340,0,2,85,2,1,25,13,25,13,0,0,13,1,8,3,15,150,8,2,4,8,7,6,3,5,21,37
202341,0,3,66,1,3,15,6,29,4,0,0,16,2,6,0,16,229,11,5,9,5,13,1,5,5,30,27
202342,1,1,99,2,9,28,9,20,6,0,1,12,4,13,1,10,291,7,7,8,15,11,1,6,6,13,31
202343,0,1,80,2,4,11,12,31,7,1,0,13,1,1,1,1,347,4,8,10,7,12,4,5,4,19,21
202344,0,2,74,3,1,14,2,33,3,1,1,17,2,4,2,12,415,4,3,10,5,21,5,2,8,14,31
202345,0,2,112,1,5,20,5,11,4,1,0,32,2,8,3,12,544,6,11,8,6,45,4,6,2,16,39
202346,0,3,105,2,9,22,9,23,4,0,2,38,2,6,2,9,717,5,12,8,5,38,3,3,4,15,34
202347,2,1,105,1,3,18,10,31,4,0,1,46,4,2,3,1,1094,6,5,10,7,36,3,3,10,13,26
202348,4,1,92,2,13,11,12,23,7,1,0,66,3,4,0,5,1288,6,10,6,7,51,1,7,6,17,26
202349,3,1,99,2,3,11,4,28,6,0,0,101,5,5,1,5,1285,10,6,9,6,108,1,7,15,23,50
202350,9,4,89,4,6,16,6,43,9,0,2,101,4,6,2,7,1813,3,12,18,8,173,3,5,11,12,42
202351,5,2,45,7,4,14,6,29,4,0,4,182,9,2,0,5,2301,0,14,16,6,196,0,8,13,18,26
202352,13,3,59,6,2,8,8,63,6,0,2,202,4,3,0,2,2501,5,13,10,14,181,3,6,13,8,22
202401,32,5,67,0,5,46,11,90,15,1,0,221,2,6,4,11,3939,9,21,26,25,304,2,6,16,27,31
202402,12,3,80,4,3,20,11,100,19,0,3,220,2,9,8,9,5535,10,26,21,52,310,3,8,19,20,25
202403,12,7,97,4,6,17,16,133,18,0,8,257,8,8,21,3,7692,8,22,21,118,368,0,4,17,15,29
202404,17,5,131,5,9,22,15,133,18,1,7,208,4,9,5,8,9273,5,30,23,198,453,7,8,14,16,38
202405,8,8,188,8,11,21,23,189,32,3,5,281,7,13,7,10,11579,7,22,36,411,444,11,13,25,36,47
202406,6,8,239,18,17,43,24,225,35,0,14,254,9,15,6,4,10867,18,42,17,507,427,4,15,7,30,71
202407,3,15,430,7,18,60,33,164,32,0,22,367,9,17,11,19,11751,36,53,42,721,423,9,31,15,51,131
202408,6,11,746,16,33,147,47,204,50,2,22,385,10,22,22,26,12918,47,103,44,820,471,20,35,14,88,163
202409,7,28,1157,26,34,157,51,234,36,0,18,499,7,22,31,30,13153,54,172,62,884,459,30,48,12,101,239
202410,11,26,1487,13,30,199,40,180,48,1,41,539,2,20,20,32,10973,65,198,60,684,520,19,67,24,127,265
202411,10,23,1678,22,32,238,42,161,76,2,44,581,2,14,4,32,11536,73,235,61,818,638,22,68,46,119,230
202412,10,33,1835,14,31,171,40,127,73,3,17,463,3,11,4,26,9561,65,125,51,923,479,13,37,31,75,237
202413,2,28,1293,19,45,100,36,127,73,0,11,401,3,4,4,17,6512,47,122,33,631,381,18,37,19,83,168
202414,3,30,1132,29,51,137,62,218,63,2,9,454,2,13,13,14,6824,60,178,34,764,555,16,50,37,81,213
202415,5,31,864,23,59,115,75,217,80,1,4,440,8,9,8,20,5841,71,164,53,633,494,18,39,16,83,189
202416,6,31,771,41,62,96,61,140,59,1,7,534,7,10,9,13,5202,69,163,48,843,559,17,24,18,58,187
202417,5,23,556,41,32,80,48,144,50,1,3,506,4,7,4,18,4052,40,140,45,900,454,5,41,10,53,132
202418,3,22,485,38,39,84,44,128,74,0,5,570,2,6,11,16,4237,27,109,34,1079,605,19,39,13,59,134
202419,2,12,486,40,46,100,36,129,74,3,2,605,2,10,7,10,4010,44,161,33,1221,597,13,50,12,28,130
202420,6,16,432,17,45,67,43,142,50,3,6,671,4,22,6,16,3304,16,102,33,1053,482,14,29,20,30,132
202421,5,7,400,16,56,73,40,105,40,0,2,553,2,9,2,12,2392,17,48,25,915,353,16,26,6,30,135
202422,9,4,325,3,29,50,41,97,21,1,0,408,1,16,2,12,1648,12,51,30,543,302,12,31,6,22,131
202423,6,5,228,5,19,68,24,170,22,1,0,356,0,10,8,9,1291,11,32,25,729,215,9,19,9,19,134
202424,9,5,194,10,15,48,29,131,28,0,0,311,0,7,3,8,996,13,36,26,678,234,9,21,4,27,162
202425,6,4,129,5,13,42,27,102,20,0,2,294,0,7,3,9,690,4,30,16,656,162,4,18,7,12,137
202426,6,3,120,6,8,51,12,110,22,0,2,236,0,12,1,16,596,7,19,7,554,98,5,9,3,16,103
202427,3,2,157,1,6,82,19,39,18,0,1,186,4,15,5,6,598,4,10,7,558,75,13,12,6,19,81
202428,5,5,124,1,5,79,20,46,8,1,1,183,2,11,12,6,393,5,2,12,367,70,2,12,4,22,72
202429,8,0,103,0,2,59,15,37,2,1,0,136,8,3,9,7,346,3,9,4,301,72,2,10,2,25,88
202430,4,3,73,0,3,49,11,28,6,0,3,135,0,6,10,5,227,8,10,16,300,32,3,5,6,30,69
202431,5,1,85,0,4,59,11,31,5,0,3,141,2,6,16,7,237,2,10,7,294,55,3,1,5,15,55
202432,11,1,98,4,1,52,8,19,4,1,2,101,0,4,7,7,212,5,7,4,230,33,4,5,6,15,68
202433,5,0,67,1,1,37,19,21,4,2,6,75,6,4,0,4,163,7,10,3,154,35,2,5,3,25,73
202434,2,2,75,1,1,25,8,19,5,1,0,104,4,5,3,2,169,3,9,2,157,23,3,6,5,15,52
202435,1,0,47,3,5,21,6,10,4,1,4,56,2,5,0,3,187,6,6,2,86,22,2,4,4,9,57
202436,4,1,39,2,1,27,16,31,7,3,2,95,3,7,5,3,193,5,2,1,80,29,4,4,1,13,55
202437,4,0,62,2,4,15,6,36,7,2,1,70,6,7,2,4,137,2,8,2,56,24,1,3,2,16,36
202438,1,0,54,0,1,14,5,19,7,1,0,66,5,4,0,3,161,3,14,1,64,45,1,5,2,8,60
202439,2,2,50,1,0,14,7,18,4,1,0,65,4,9,2,0,183,4,9,3,62,21,1,0,5,8,47
202440,3,0,33,1,3,12,6,20,3,1,1,77,1,8,3,5,176,5,17,2,55,23,4,6,3,16,42
202441,2,2,49,0,0,24,9,18,8,0,1,84,1,6,1,7,145,4,9,3,46,10,2,7,7,22,45
202442,5,0,44,1,0,26,2,13,9,1,1,75,1,3,3,1,143,7,11,4,58,16,3,5,5,24,42
202443,9,2,28,2,0,10,9,12,6,1,2,69,2,4,1,1,145,3,12,8,77,13,1,5,4,20,38
202444,4,0,54,1,0,15,6,11,10,1,2,75,4,7,0,0,139,5,10,7,88,28,0,1,7,15,37
202445,1,4,46,2,1,15,11,37,9,2,4,91,2,2,0,2,166,2,3,8,78,17,2,3,10,18,36
202446,2,1,44,0,2,10,9,56,12,1,1,142,2,5,2,0,168,6,9,2,105,19,2,2,3,11,46
202447,0,1,72,4,2,9,6,52,16,0,0,174,4,2,1,2,225,7,12,5,119,25,0,5,5,23,36
202448,2,3,53,5,0,6,7,48,17,1,0,174,3,4,0,0,272,4,8,6,209,31,0,1,5,13,44
202449,3,0,45,3,7,16,7,45,65,4,2,195,2,2,1,1,267,6,21,4,319,32,0,8,5,7,30
202450,8,1,47,4,2,15,6,54,49,0,0,194,4,0,0,2,263,7,16,5,403,19,1,8,6,14,41
202451,7,1,40,7,1,8,2,39,50,0,0,208,0,5,1,1,301,2,24,2,527,26,1,4,8,4,38
202452,5,1,24,4,2,7,2,23,52,1,2,244,1,1,1,0,226,4,46,2,656,31,3,1,4,7,24
202501,9,1,57,7,2,14,9,48,83,1,2,555,2,6,2,3,270,3,53,10,1318,35,4,2,2,14,28
202502,10,3,60,2,10,9,8,72,86,2,6,637,4,2,2,3,520,3,50,14,2104,38,18,1,6,15,47
202503,11,1,78,10,9,14,6,81,104,1,19,739,6,1,3,1,622,12,61,7,2598,40,5,5,7,11,46
202504,11,1,73,10,4,30,9,104,113,0,25,820,8,1,5,0,815,11,82,8,3387,46,5,11,4,22,31
202505,7,4,58,8,18,34,9,103,123,2,49,690,3,3,3,3,847,11,115,15,4134,58,6,13,7,45,41
202506,10,5,63,18,9,29,10,109,135,4,52,692,8,3,2,0,960,10,160,14,4117,65,7,8,6,55,52
202507,6,7,90,17,19,38,30,128,182,0,80,685,5,3,4,4,1154,13,194,24,3426,48,2,15,16,43,63
202508,11,6,68,22,17,26,12,133,256,1,111,425,16,4,1,0,1125,11,259,8,2533,73,2,17,16,32,62
202509,6,17,45,50,26,50,15,70,298,0,130,436,7,5,2,1,905,10,265,11,1836,74,2,12,6,37,48
202510,2,36,61,70,14,31,20,76,447,1,153,346,5,1,4,1,842,21,380,19,1583,50,1,22,11,22,37
202511,12,42,65,79,23,68,14,61,565,0,230,284,6,4,2,2,920,10,478,23,1564,68,1,25,4,14,50
202512,3,39,80,134,31,60,14,47,688,1,275,304,3,23,4,5,874,33,636,16,1432,84,2,23,7,15,68
202513,4,49,93,114,18,59,24,52,640,2,270,263,4,24,1,1,818,35,675,11,1327,78,1,11,12,20,55
202514,4,88,121,85,22,73,35,43,640,0,261,239,4,22,1,1,801,17,734,20,1467,85,5,30,7,10,73
202515,1,50,90,51,36,60,30,56,516,0,266,240,2,17,2,0,745,18,756,14,1346,89,2,28,4,21,59
202516,3,38,85,45,30,65,35,32,364,1,214,233,3,11,2,4,648,19,690,15,1288,67,0,36,4,16,53
202517,2,34,101,33,20,59,43,47,489,0,277,231,5,26,2,1,708,22,736,31,1533,97,3,26,5,10,57
202518,3,22,103,25,9,65,54,53,304,1,283,221,1,29,0,2,627,34,618,15,1611,92,0,16,9,9,32
202519,0,31,80,15,13,52,44,67,280,3,272,251,3,31,0,2,726,32,737,16,1933,128,3,37,5,16,58
202520,1,21,91,20,23,53,54,65,244,0,323,251,2,30,0,5,648,25,714,25,1703,96,3,23,9,10,46
202521,3,12,68,22,20,59,43,44,271,0,212,216,4,32,0,4,594,27,897,22,1577,109,4,27,5,7,43
202522,3,6,45,4,24,67,31,46,189,2,178,213,3,32,2,1,404,16,669,19,1173,92,2,21,4,8,62
202523,7,2,54,8,21,75,24,39,89,2,145,162,1,34,0,2,371,18,516,27,1003,105,2,20,5,12,68
202524,3,2,58,4,19,61,16,46,81,6,130,137,3,34,0,3,284,8,570,14,843,79,2,16,8,5,52
202525,4,3,45,4,11,53,32,33,52,2,105,103,3,53,0,4,186,12,377,22,583,54,0,12,4,5,51
202526,7,4,52,4,2,74,20,27,32,1,99,94,4,82,1,3,196,9,253,17,494,52,1,10,5,7,71
202527,6,1,45,5,4,89,13,21,28,0,110,83,4,142,0,4,153,4,230,22,447,45,2,11,3,11,84
202528,10,0,41,2,6,72,18,18,25,0,61,56,2,188,2,0,135,9,200,29,333,31,3,9,5,3,57
202529,5,1,26,1,5,81,15,8,17,2,77,37,2,230,1,3,119,8,157,14,244,36,1,12,3,6,45
202530,6,4,31,2,5,114,17,14,13,1,68,46,5,188,1,1,109,11,122,12,225,26,2,2,2,5,68
202531,1,1,26,5,9,167,28,15,11,2,45,31,6,283,1,4,84,13,113,10,174,18,0,8,5,1,81
202532,3,2,29,2,2,147,15,11,24,1,34,41,5,251,3,4,92,9,103,11,125,18,0,6,3,9,77
202533,3,1,27,1,3,146,15,10,8,2,35,25,5,252,1,1,80,7,64,11,118,20,1,7,4,8,71
202534,2,2,40,0,6,114,5,8,5,3,20,28,6,260,3,3,115,7,89,9,101,32,0,9,2,5,84
202535,3,2,58,2,2,87,7,8,7,2,10,25,4,212,1,1,99,6,68,16,73,16,0,7,6,2,89
202536,2,1,34,2,0,110,12,2,14,1,6,41,4,167,1,5,117,8,66,18,90,19,2,3,1,4,84
202537,4,1,41,2,1,96,13,6,11,0,9,32,4,191,4,0,163,8,57,14,72,5,2,16,2,4,91
202538,2,4,46,6,1,97,6,11,8,1,12,60,5,235,0,10,152,4,82,11,83,17,0,9,4,2,105
202539,5,2,41,3,1,76,4,9,8,1,9,52,2,162,3,9,132,5,67,11,58,10,0,4,5,5,83
202540,3,5,40,6,0,73,10,6,12,0,11,72,2,177,0,9,117,3,62,10,76,12,0,3,7,0,66
202541,3,0,24,5,1,67,11,9,17,0,14,61,6,115,2,14,154,5,58,11,94,15,1,6,3,2,71
202542,4,9,39,4,4,61,8,10,18,0,7,54,2,72,0,8,130,2,50,7,41,11,0,0,2,3,51
202543,7,8,23,5,7,60,4,5,12,0,10,51,3,84,0,7,152,9,28,4,48,8,1,5,7,5,67
202544,0,3,26,7,2,39,10,8,10,0,9,67,3,34,0,8,124,4,49,4,58,19,0,3,14,3,54
202545,0,4,36,3,3,38,4,2,13,2,5,70,0,48,0,7,155,3,78,4,48,8,0,3,5,6,62
202546,1,5,27,4,7,52,4,7,21,2,8,68,1,56,0,17,185,3,91,7,73,16,0,4,8,1,39
202547,2,5,18,6,3,31,7,4,8,1,11,73,1,28,0,7,138,1,70,9,30,11,1,9,7,2,55
202548,2,2,23,11,5,21,12,6,16,1,9,55,7,15,1,4,136,6,61,9,34,13,0,3,9,2,40
202549,1,6,17,8,11,22,7,10,27,5,3,69,2,52,0,10,131,3,69,10,38,24,0,5,22,4,40
202550,4,5,17,10,2,28,5,3,24,2,7,56,1,36,0,11,130,9,80,10,29,24,0,8,3,6,45
202551,2,5,21,10,9,18,4,8,12,0,12,86,2,23,0,12,123,4,96,7,27,32,0,2,5,4,23
202552,4,2,13,3,6,16,4,2,14,1,10,67,2,17,1,2,133,5,91,4,24,39,0,4,7,5,26
202553,2,4,14,9,3,21,12,7,14,1,21,125,1,23,2,3,170,7,139,12,42,86,0,3,4,4,29
202601,5,7,9,8,9,22,4,9,21,0,24,126,2,15,1,3,207,8,178,7,42,292,0,1,10,4,31
202602,2,3,13,6,17,24,6,11,20,4,35,103,2,10,0,2,231,4,162,10,49,444,0,4,6,5,32
202603,1,4,12,6,19,20,7,13,24,2,55,98,3,12,2,4,270,9,202,9,49,572,0,2,4,4,36
202604,5,5,22,10,26,24,13,12,17,0,51,111,1,11,0,3,292,12,194,9,62,568,3,4,4,2,38
202605,3,4,28,6,44,31,22,12,16,2,64,128,1,12,1,3,351,15,293,10,38,612,0,9,5,6,33
202606,2,5,18,8,35,30,22,20,16,1,34,155,1,12,0,3,404,13,271,14,48,602,0,11,1,7,48
202607,5,8,44,9,31,47,29,20,15,0,22,133,3,8,0,4,618,30,329,14,66,669,0,7,2,17,73
202608,4,8,30,10,30,61,38,70,31,0,17,142,2,15,0,6,711,26,428,30,56,530,0,14,8,9,75
202609,3,8,14,10,18,52,76,64,24,1,18,161,0,15,0,5,768,7,429,20,58,409,0,17,9,7,69
202610,0,3,3,4,8,13,19,41,12,0,1,15,0,7,0,3,147,3,100,3,15,75,0,2,4,10,16
